Episode,Reward_Decaying,Reward_Constant
1,-2.5599999999999894,-1.4228125000000014
2,-2.5599999999999894,-2.125624999999995
3,-2.2067187499999936,-2.5599999999999894
4,-2.5599999999999894,-2.5599999999999894
5,-2.5599999999999894,-2.5599999999999894
6,-2.5599999999999894,-0.6253906250000009
7,-2.5599999999999894,-2.5599999999999894
8,-2.5599999999999894,-1.017343750000001
9,-2.5599999999999894,-2.5599999999999894
10,-2.5599999999999894,-2.5599999999999894
11,-2.5599999999999894,-1.6390625000000014
12,-2.5599999999999894,-1.5039062500000013
13,-2.5599999999999894,-2.5599999999999894
14,-2.5599999999999894,-1.1525000000000012
15,-2.5599999999999894,-2.5599999999999894
16,-2.5599999999999894,-0.6389062500000009
17,-2.5599999999999894,-2.031015624999996
18,-2.5599999999999894,-2.5599999999999894
19,-1.1930468750000012,-0.9227343750000011
20,-2.5599999999999894,-2.5599999999999894
21,-1.0308593750000012,-0.5442968750000008
22,-1.4228125000000014,-1.909374999999998
23,-2.2742968749999926,-2.5599999999999894
24,-0.895703125000001,-0.936250000000001
25,-2.5599999999999894,-1.6796093750000014
26,-2.5599999999999894,-2.5599999999999894
27,-2.5599999999999894,0.5099218749999999
28,-2.5599999999999894,0.13148437499999965
29,-2.5599999999999894,-1.0714062500000012
30,-0.05773437500000056,-1.003828125000001
31,-1.1254687500000014,0.05039062499999958
32,-2.5599999999999894,-0.4496875000000007
33,-2.5599999999999894,-2.5599999999999894
34,-0.936250000000001,-2.368906249999991
35,-2.5599999999999894,-0.4496875000000007
36,-2.42296874999999,0.05039062499999958
37,-2.5599999999999894,-1.2471093750000013
38,-2.5599999999999894,-1.7607031250000005
39,-0.936250000000001,0.07742187499999964
40,-2.5599999999999894,-2.5599999999999894
41,-2.5599999999999894,-2.355390624999991
42,-2.5599999999999894,-0.5172656250000007
43,-2.5599999999999894,-2.125624999999995
44,-0.5848437500000008,-0.4496875000000007
45,-0.2604687500000007,0.34773437499999976
46,-1.3417187500000014,-2.5599999999999894
47,-1.6390625000000014,0.4153124999999998
48,-0.828125000000001,-0.34156250000000066
49,-1.6796093750000014,0.07742187499999964
50,-0.017187500000000466,-2.2878124999999923
51,-0.04421875000000042,-0.5442968750000008
52,-2.5599999999999894,0.5099218749999999
53,-2.43648437499999,-0.43617187500000076
54,-1.098437500000001,-0.2199218750000006
55,0.14499999999999968,-0.08476562500000051
56,-0.3550781250000007,-1.098437500000001
57,0.5099218749999999,-0.814609375000001
58,-1.6525781250000016,-0.3685937500000007
59,0.699140625,0.2531249999999997
60,-0.6253906250000009,-2.3824218749999906
61,-2.5599999999999894,0.34773437499999976
62,0.17203124999999964,0.5369531249999999
63,-0.43617187500000076,0.11796874999999962
64,-0.3145312500000006,-0.3550781250000007
65,-2.5599999999999894,-0.665937500000001
66,-0.665937500000001,0.23960937499999968
67,-1.017343750000001,-0.20640625000000057
68,-0.2199218750000006,0.03687499999999955
69,-0.43617187500000076,0.3747656249999997
70,-0.4902343750000008,0.03687499999999955
71,0.5234374999999998,0.09093749999999967
72,-0.003671875000000435,0.44234374999999976
73,-2.5599999999999894,-0.47671875000000075
74,0.5099218749999999,0.6856249999999999
75,0.4693749999999998,-0.08476562500000051
76,-2.5599999999999894,-0.3145312500000006
77,-2.2742968749999926,-0.1793750000000005
78,-0.20640625000000057,0.42882812499999984
79,-2.2878124999999923,-0.07125000000000048
80,0.26664062499999974,-0.2604687500000007
81,0.32070312499999976,-0.5037500000000008
82,-0.841640625000001,0.4693749999999998
83,-0.9767968750000011,-0.9227343750000011
84,-0.13882812500000052,-0.32804687500000074
85,-1.4228125000000014,0.645078125
86,0.26664062499999974,0.3747656249999997
87,-0.34156250000000066,0.5099218749999999
88,0.26664062499999974,-0.1253125000000006
89,-0.841640625000001,0.79375
90,0.21257812499999973,0.10445312499999959
91,-0.9903125000000012,-0.003671875000000435
92,-1.5985156250000014,0.7396874999999999
93,0.4017968749999998,-0.801093750000001
94,0.23960937499999968,0.5369531249999999
95,-0.9497656250000011,0.4558593749999998
96,0.10445312499999959,-0.34156250000000066
97,0.4558593749999998,0.10445312499999959
98,0.05039062499999958,0.4964062499999999
99,0.563984375,-0.04421875000000042
100,-0.09828125000000054,-0.20640625000000057
101,-0.5442968750000008,0.5099218749999999
102,-1.733671875000001,0.17203124999999964
103,-0.19289062500000065,0.4153124999999998
104,0.7126562499999999,0.645078125
105,0.33421874999999973,0.17203124999999964
106,-0.801093750000001,0.3612499999999998
107,0.2801562499999998,0.6180468749999999
108,0.4964062499999999,0.7261718749999999
109,0.023359374999999627,0.4693749999999998
110,0.2531249999999997,0.34773437499999976
111,0.14499999999999968,0.2936718749999998
112,0.5369531249999999,-1.1254687500000014
113,0.023359374999999627,0.7126562499999999
114,-0.6794531250000009,0.33421874999999973
115,0.34773437499999976,0.807265625
116,0.5369531249999999,-0.05773437500000056
117,0.645078125,0.6180468749999999
118,0.32070312499999976,0.6721093749999999
119,0.34773437499999976,0.60453125
120,0.6856249999999999,0.3071874999999997
121,-0.3685937500000007,0.7261718749999999
122,-1.4498437500000014,0.753203125
123,-0.2199218750000006,0.34773437499999976
124,0.11796874999999962,0.05039062499999958
125,0.44234374999999976,0.009843749999999485
126,0.17203124999999964,0.8478125
127,-0.5307812500000009,0.7126562499999999
128,0.023359374999999627,0.76671875
129,0.09093749999999967,0.3071874999999997
130,0.5504687499999998,0.023359374999999627
131,0.34773437499999976,0.7126562499999999
132,0.5234374999999998,0.7396874999999999
133,0.4017968749999998,0.563984375
134,0.6856249999999999,0.4964062499999999
135,-0.030703125000000497,0.34773437499999976
136,0.33421874999999973,0.7261718749999999
137,-0.4902343750000008,0.82078125
138,-0.3145312500000006,0.645078125
139,0.009843749999999485,0.6721093749999999
140,0.699140625,-0.09828125000000054
141,-0.003671875000000435,0.7261718749999999
142,0.4964062499999999,0.7802343749999999
143,0.34773437499999976,0.60453125
144,0.10445312499999959,0.6721093749999999
145,0.5234374999999998,0.645078125
146,-0.28750000000000064,0.834296875
147,0.009843749999999485,0.76671875
148,0.5504687499999998,0.7802343749999999
149,0.6721093749999999,0.8478125
150,0.07742187499999964,0.699140625
151,0.23960937499999968,0.834296875
152,0.753203125,0.48289062499999985
153,0.18554687499999967,0.563984375
154,0.6180468749999999,0.834296875
155,0.11796874999999962,0.8478125
156,0.4558593749999998,0.8478125
157,0.4153124999999998,0.8478125
158,0.6585937499999999,0.861328125
159,0.7802343749999999,0.6721093749999999
160,0.7802343749999999,0.861328125
161,0.13148437499999965,0.861328125
162,0.5774999999999999,0.834296875
163,0.76671875,0.861328125
164,0.4964062499999999,0.861328125
165,0.5910156249999998,0.7802343749999999
166,0.48289062499999985,0.8478125
167,0.22609374999999976,0.834296875
168,0.21257812499999973,0.8478125
169,0.563984375,0.861328125
170,0.5504687499999998,0.7802343749999999
171,0.15851562499999972,0.861328125
172,-0.030703125000000497,0.753203125
173,0.6856249999999999,0.807265625
174,0.6180468749999999,0.834296875
175,0.6856249999999999,0.8478125
176,0.14499999999999968,0.861328125
177,0.6721093749999999,0.834296875
178,0.7261718749999999,0.834296875
179,0.6585937499999999,0.861328125
180,0.32070312499999976,0.834296875
181,0.14499999999999968,0.861328125
182,0.33421874999999973,0.861328125
183,0.7261718749999999,0.8478125
184,0.1990624999999997,0.8478125
185,0.48289062499999985,0.753203125
186,0.807265625,0.834296875
187,-0.030703125000000497,0.861328125
188,0.6585937499999999,0.834296875
189,0.6856249999999999,0.861328125
190,0.6315625,0.834296875
191,0.82078125,0.861328125
192,0.6585937499999999,0.8478125
193,0.7802343749999999,0.861328125
194,0.82078125,0.861328125
195,0.7261718749999999,0.834296875
196,0.79375,0.861328125
197,0.4693749999999998,0.82078125
198,0.4017968749999998,0.861328125
199,0.7396874999999999,0.834296875
200,0.807265625,0.6721093749999999
201,0.7261718749999999,0.8478125
202,0.6721093749999999,0.807265625
203,0.5504687499999998,0.807265625
204,0.7396874999999999,0.861328125
205,0.645078125,0.8478125
206,0.7261718749999999,0.807265625
207,0.5910156249999998,0.82078125
208,0.42882812499999984,0.8478125
209,0.7261718749999999,0.82078125
210,0.4558593749999998,0.861328125
211,0.834296875,0.8478125
212,0.807265625,0.861328125
213,0.6315625,0.8478125
214,0.834296875,0.861328125
215,0.76671875,0.8478125
216,0.8478125,0.807265625
217,0.7126562499999999,0.861328125
218,0.79375,0.807265625
219,0.861328125,0.834296875
220,0.807265625,0.834296875
221,0.753203125,0.8478125
222,0.563984375,0.8478125
223,0.79375,0.834296875
224,0.7396874999999999,0.861328125
225,0.7126562499999999,0.861328125
226,0.753203125,0.8478125
227,0.6721093749999999,0.8478125
228,0.7261718749999999,0.8478125
229,0.834296875,0.8478125
230,0.79375,0.79375
231,0.807265625,0.79375
232,0.82078125,0.861328125
233,0.7802343749999999,0.834296875
234,0.7396874999999999,0.8478125
235,0.76671875,0.8478125
236,0.5910156249999998,0.861328125
237,0.6856249999999999,0.834296875
238,0.834296875,0.834296875
239,0.6585937499999999,0.8478125
240,0.6180468749999999,0.861328125
241,0.563984375,0.861328125
242,0.699140625,0.8478125
243,0.807265625,0.834296875
244,0.79375,0.834296875
245,0.79375,0.8478125
246,0.7802343749999999,0.82078125
247,0.79375,0.861328125
248,0.76671875,0.82078125
249,0.6180468749999999,0.8478125
250,0.7802343749999999,0.8478125
251,0.76671875,0.82078125
252,0.8478125,0.79375
253,0.79375,0.8478125
254,0.76671875,0.8478125
255,0.807265625,0.861328125
256,0.7802343749999999,0.8478125
257,0.807265625,0.834296875
258,0.7802343749999999,0.861328125
259,0.76671875,0.834296875
260,0.82078125,0.861328125
261,0.7802343749999999,0.8478125
262,0.7802343749999999,0.79375
263,0.82078125,0.861328125
264,0.76671875,0.79375
265,0.807265625,0.834296875
266,0.8478125,0.8478125
267,0.79375,0.861328125
268,0.807265625,0.8478125
269,0.82078125,0.861328125
270,0.807265625,0.807265625
271,0.861328125,0.807265625
272,0.753203125,0.8478125
273,0.861328125,0.834296875
274,0.861328125,0.861328125
275,0.8478125,0.861328125
276,0.807265625,0.834296875
277,0.699140625,0.834296875
278,0.8478125,0.807265625
279,0.82078125,0.861328125
280,0.699140625,0.834296875
281,0.807265625,0.861328125
282,0.6721093749999999,0.834296875
283,0.76671875,0.861328125
284,0.807265625,0.82078125
285,0.82078125,0.861328125
286,0.834296875,0.861328125
287,0.82078125,0.834296875
288,0.82078125,0.807265625
289,0.7396874999999999,0.861328125
290,0.79375,0.861328125
291,0.834296875,0.5774999999999999
292,0.7396874999999999,0.861328125
293,0.645078125,0.861328125
294,0.79375,0.861328125
295,0.8478125,0.753203125
296,0.861328125,0.8478125
297,0.82078125,0.8478125
298,0.8478125,0.834296875
299,0.807265625,0.79375
300,0.82078125,0.79375
301,0.82078125,0.861328125
302,0.861328125,0.861328125
303,0.8478125,0.82078125
304,0.7802343749999999,0.79375
305,0.807265625,0.834296875
306,0.76671875,0.807265625
307,0.8478125,0.834296875
308,0.76671875,0.8478125
309,0.82078125,0.807265625
310,0.7802343749999999,0.7261718749999999
311,0.834296875,0.834296875
312,0.8478125,0.7802343749999999
313,0.807265625,0.861328125
314,0.8478125,0.861328125
315,0.6315625,0.861328125
316,0.7802343749999999,0.834296875
317,0.79375,0.834296875
318,0.8478125,0.861328125
319,0.8478125,0.8478125
320,0.645078125,0.861328125
321,0.8478125,0.82078125
322,0.807265625,0.8478125
323,0.807265625,0.7396874999999999
324,0.834296875,0.861328125
325,0.807265625,0.8478125
326,0.7802343749999999,0.861328125
327,0.8478125,0.8478125
328,0.8478125,0.861328125
329,0.8478125,0.8478125
330,0.834296875,0.82078125
331,0.807265625,0.807265625
332,0.76671875,0.834296875
333,0.6856249999999999,0.861328125
334,0.834296875,0.76671875
335,0.834296875,0.861328125
336,0.834296875,0.8478125
337,0.79375,0.861328125
338,0.834296875,0.8478125
339,0.807265625,0.8478125
340,0.5910156249999998,0.8478125
341,0.834296875,0.861328125
342,0.861328125,0.861328125
343,0.861328125,0.834296875
344,0.834296875,0.8478125
345,0.8478125,0.6721093749999999
346,0.861328125,0.834296875
347,0.834296875,0.834296875
348,0.8478125,0.82078125
349,0.807265625,0.861328125
350,0.8478125,0.82078125
351,0.79375,0.82078125
352,0.82078125,0.861328125
353,0.8478125,0.861328125
354,0.82078125,0.861328125
355,0.861328125,0.834296875
356,0.807265625,0.834296875
357,0.834296875,0.8478125
358,0.8478125,0.861328125
359,0.8478125,0.807265625
360,0.807265625,0.8478125
361,0.8478125,0.861328125
362,0.8478125,0.8478125
363,0.807265625,0.79375
364,0.861328125,0.861328125
365,0.79375,0.861328125
366,0.6856249999999999,0.861328125
367,0.8478125,0.8478125
368,0.8478125,0.861328125
369,0.8478125,0.861328125
370,0.861328125,0.8478125
371,0.82078125,0.861328125
372,0.807265625,0.861328125
373,0.861328125,0.861328125
374,0.861328125,0.861328125
375,0.79375,0.8478125
376,0.807265625,0.8478125
377,0.8478125,0.82078125
378,0.82078125,0.834296875
379,0.834296875,0.76671875
380,0.82078125,0.834296875
381,0.82078125,0.861328125
382,0.8478125,0.861328125
383,0.8478125,0.82078125
384,0.8478125,0.8478125
385,0.8478125,0.8478125
386,0.834296875,0.807265625
387,0.834296875,0.8478125
388,0.753203125,0.834296875
389,0.79375,0.807265625
390,0.861328125,0.753203125
391,0.834296875,0.861328125
392,0.76671875,0.76671875
393,0.861328125,0.79375
394,0.861328125,0.834296875
395,0.861328125,0.8478125
396,0.82078125,0.861328125
397,0.8478125,0.834296875
398,0.807265625,0.79375
399,0.8478125,0.861328125
400,0.8478125,0.834296875
401,0.8478125,0.834296875
402,0.834296875,0.8478125
403,0.8478125,0.8478125
404,0.861328125,0.861328125
405,0.807265625,0.807265625
406,0.861328125,0.861328125
407,0.8478125,0.82078125
408,0.861328125,0.861328125
409,0.8478125,0.861328125
410,0.861328125,0.834296875
411,0.82078125,0.861328125
412,0.861328125,0.8478125
413,0.82078125,0.861328125
414,0.861328125,0.861328125
415,0.82078125,0.861328125
416,0.807265625,0.861328125
417,0.8478125,0.861328125
418,0.82078125,0.8478125
419,0.8478125,0.861328125
420,0.834296875,0.861328125
421,0.807265625,0.861328125
422,0.82078125,0.861328125
423,0.861328125,0.861328125
424,0.861328125,0.79375
425,0.861328125,0.861328125
426,0.82078125,0.861328125
427,0.861328125,0.82078125
428,0.834296875,0.8478125
429,0.8478125,0.8478125
430,0.861328125,0.861328125
431,0.861328125,0.861328125
432,0.861328125,0.861328125
433,0.8478125,0.79375
434,0.7802343749999999,0.8478125
435,0.8478125,0.8478125
436,0.861328125,0.861328125
437,0.834296875,0.861328125
438,0.861328125,0.861328125
439,0.861328125,0.82078125
440,0.861328125,0.834296875
441,0.861328125,0.82078125
442,0.861328125,0.8478125
443,0.861328125,0.8478125
444,0.861328125,0.8478125
445,0.8478125,0.8478125
446,0.82078125,0.861328125
447,0.753203125,0.8478125
448,0.861328125,0.834296875
449,0.82078125,0.861328125
450,0.8478125,0.861328125
451,0.8478125,0.861328125
452,0.861328125,0.834296875
453,0.79375,0.82078125
454,0.8478125,0.861328125
455,0.861328125,0.834296875
456,0.82078125,0.807265625
457,0.753203125,0.8478125
458,0.861328125,0.8478125
459,0.834296875,0.8478125
460,0.8478125,0.861328125
461,0.861328125,0.861328125
462,0.861328125,0.861328125
463,0.8478125,0.8478125
464,0.8478125,0.861328125
465,0.861328125,0.834296875
466,0.861328125,0.861328125
467,0.861328125,0.8478125
468,0.8478125,0.861328125
469,0.861328125,0.861328125
470,0.8478125,0.8478125
471,0.8478125,0.8478125
472,0.861328125,0.82078125
473,0.861328125,0.82078125
474,0.82078125,0.82078125
475,0.834296875,0.861328125
476,0.861328125,0.8478125
477,0.82078125,0.834296875
478,0.861328125,0.861328125
479,0.8478125,0.861328125
480,0.76671875,0.861328125
481,0.807265625,0.8478125
482,0.861328125,0.861328125
483,0.834296875,0.861328125
484,0.861328125,0.861328125
485,0.82078125,0.82078125
486,0.8478125,0.834296875
487,0.834296875,0.861328125
488,0.8478125,0.834296875
489,0.861328125,0.807265625
490,0.861328125,0.807265625
491,0.861328125,0.861328125
492,0.861328125,0.8478125
493,0.861328125,0.76671875
494,0.834296875,0.861328125
495,0.8478125,0.82078125
496,0.861328125,0.834296875
497,0.861328125,0.861328125
498,0.861328125,0.861328125
499,0.82078125,0.79375
500,0.834296875,0.82078125
